heart been broke so many times i dunno what to believe momma said it’s my fault it’s my fault i wear my heart on my sleeve,122,💔
"Wtf! I just saw someone retweeted a dog being set on fire. I’m all about awareness regarding animal cruelty, but this just too much. So upsetting",145,💔
I'm so sorry for your loss. We love them and they love us back as long as they are with us.,91,💔
cupcake blinks pls stfu about “ignore the antis you’re gonna get the pinks dragged” it’s cb season they gonna get dragged regardless. might as well make the btches regret it,173,💔
"im uninterested in havin any nigga, if you ain the one for me we dont gotta speak",81,💔
but i crumble completely when u cry it seems like once again you’ve had to greet me with goodbye,96,💔
Don’t ever tell somebody everything is gone be okay when they’ve lost a loved one. That’s the biggest lie you can ever tell.,124,💔
btw i may make homestuck art but ive never read homestuck its just that literally 90% of my friends are so in turn i learn second hand,134,💔
I re-read Bangtan Webtoon SAVE ME earlier and it still break my heart. It really seems so realistic.,100,💔
"High off ecstasy and that codeine what I'm sippin' This new Glock got thirty-three, Scottie Pippen",98,💔
HHAHSHU UNEXPECTED HEARTBREAK... OKAY THANK YOU JIN SPACE GUANGYAO I WILL GO CRY NOW,84,💔
"the hardest questions you’ll ever have to answer! 1. i guess 2. haha not interested 3. no 4. no 5. yes 6. yes 7. yes 8. 3 people 9. no 10. - 11. mm no 12. none 13. she doesn’t have twt but, kayla 14. hell yes drop an emoji for the questions",240,💔
"Hi friends, could I please have some funny/cute memes? I am having the shittiest two days of my life rn",103,💔
Searching for Queer/trans sex workers in Portland or Portland area for a friend (She/her). Please tag! I feel very invested in helping her find a babe to steal her away from a broken heart for an hour .,202,💔
I am so very sorry that she is suffering. sending her love and light and to your entire family.,95,💔
... DANGER! DANGER! DANGER! USA PATRIOTS MUST STAND ... (report twitters) IMPEACH BARR NOW (dis-Barr @Dept. Injustice),118,💔
i think im gonna lay off for awhile priv oomfs you know where to find me yeah blue bird app stay riaphobic,106,💔
@Shafqat_Mahmood Sir! Why private school & colleges received fee from us in this situation of lockdown.. I have no money to pay my fee. When i looked my father face i will crying. Plz take a action against colleges Plz sir! Humble request to you,245,💔
Discrimination... Heart breaking discrimination. Kids taken and placed in churches. Abused. Controlled. Not nurtured!. Broken by another human.,143,💔
Hi I just wanted to say I am sad that I have no friends in real life just Roblox ppl and I just wanted to meet you,114,💔
"I rly want mina to be in on it, but at the same time no because the whole class is gonna figure out and bkgs gonna be embarrassed",129,💔
"""..& there’s more life to come, an eternity of life! u can count on this""titus 3:7 msg #intimacy #Dad #manifestUrbest #YEShua #removetherest #ourJubilee #justiceiscomin #Ugotourbacks #thingswillnotremainastheyare #turnaround #restored #Udeal #finally #imymama",259,💔
mmmmAAAAAA NEW LESSONS ARE HERE OMG I can't start reading them tho cuz I need to get Prince Mammon card first just 3 more dayssss NO SPOILERS PLS OBEY ME FANDOM,160,💔
they gave me: lesbian? I am: lesbian they gave me: single I am: taken they gave me: 16 I am: 15 but 16 in september they gave me: 160cm/5'4(?) I am: 4’10 reply with smthn and ill tell you what i think of you based on your account,229,💔
When I'm angry or feel rancor I isolate myself so please understand when I ignore you.,86,💔
I thought it was only comp lit kanti I need it for my final yr module I'm not ok,80,💔
And ‘HUSTORY’ would be #BunkerBoy? #ThePresidentisNotWell #EveryoneislaughingatyouDonald,88,💔
"Its hilarious that my sister and I like to throw eachother under the bus when its convenient for us. Sometimes our parents are yelling and we both try not to rat on eachother but sometimes my sisters like ""Wasnt me"" or shed flat out say its me and I do the same lmfao",267,💔
y’all don’t know what disappointment is until you find out spifeys on straight tiktok,85,💔
"Unfortunately, America hasn't had enough yet ""Sometimes it's not enough to tell the people. YOU HAVE TO SHOW THE PEOPLE."" As awful as it is, our President has to let it happen. My heart is breaking to, sister",208,💔
Sad facts. You can thank a bunch of teens and KPop fans for taking down his rally tho I reckon those fan are worse than the KHive,129,💔
I just watched Tuvix again. Watching you speak with Kes really made me wish I had a mother to talk with when times are hard.,124,💔
my poor meow meow ... my baby my little baby who hurt so much but treats people with nothing but kindness forgive mefor not beingable to do more ..i tried my best i really did..,177,💔
why do people think it’s cool to joke about sexual assault?.. it triggers me a lot and puts me in a bad state of mind..,119,💔
"ASIA ENOUGH IS ENOUGH STOP YULIN ,STOP BOKNAL , HOW MUCH BLOOD, AND HORROR IN YOUR HANDS AND CONSCIOUS, THE WORLD IS WATCHING YOU, GOD IS WATCHING YOU,....KARMA IS WATCHING YOU",176,💔
Good night bro. You will always have my respect and one of my fav YouTubes and are my inspiration ! Keep up the good work homie and much luv,140,💔
"very rude of my doctors to tell me I’m allergic to bread and gluten, and can’t eat it anymore. They’re right but I’m just bummed",128,💔
@: ☆☆☆☆☆ pinned: ☆☆☆☆ layout: ☆☆☆ (the header is rly cute but it doesn’t match ) bio: ☆☆☆☆ overall: ☆☆☆☆,104,💔
"ian broke nigga im up thea dnt play wimmie mane im drivin sum and errythang boy yu dont een kno how to drive yer cmon na 18, cant drive, aint got no money it dont get no sadder than that",186,💔
and part of the reason im saying this is because i catch myself doing it fairly often because its so fucking normalized (and i guarantee most of the ppl that see this probably do it too). but normal doesnt equal okay. we need to fuckin fix it.,243,💔
people come up with the craziest names for mixed breed dogs like dude just say mutt it is a mutt just admit it you paid $1000+ for a mutt its ok,144,💔
Just got a new smurf to play on and I wanted to only play ezreal but haven’t gotten him yet,91,💔
i hate going to mfs house and they ceiling fan spinning loose as hell like my nigga is it safe in here,102,💔
yes bc only kids can interact with kids but ddku is not a kid even if he's just 15 yes yes yes,94,💔
Imagine if it wasn't omg! I probably promote the boys if it was me lmao! Stream BTS!,84,💔
Bro I’m sick. Came home got ready to roll me a nice Woodrow Wilson and forgot i left my weed at my last location,112,💔
For the ladies.. learn how to be a good girlfriend before trying to be a babymama or wife. Learn how to be a great woman first before anything. It’s more than tryna sit up preety on this internet. Don’t matter how much you do for a nigga if you lame he gone cheat simple.,271,💔
Heartbreaking absolutely heartbreaking. I’ve signed the petition. I hope they arrest his murderers.,99,💔
It hurt me that we aren’t together but it hurts me the most at the fact I thought we were 4L,92,💔
"Shit, so sorry. I'm really not a big fan of lots of my fellow men & this is why.",80,💔
2/ to “help” cuz in my experiences their morals will tell them no but the money comin in says they didn’t see shit and I’ve seen it first hand! So disheartening.,161,💔
I understand the fear of not wanting to be a simp but if your crush don’t subscribe to your onlyfans bruh .. I mean I’ll send them anyway but like don’t you want too?,166,💔
Never thought I'd see it. Where an account flips into another fandom just to bribe people in that fandom into PayPalling money in order to get horny. That's honestly pathetic.,175,💔
I don’t think I’ve seen this boy online since like 6 o’clock so I’m just hoping and praying he’s either asleep or focused on the move again and not with another girl because that’s my biggest fear and what I’ve been thinking about a lot and feel like he’s been doing sadly,272,💔
file organization is so important to both inspiration and workflow for almost any medium of digital art. just knowing where ur shit is or where it went saves so much goddamn time & makes it so much easier to start new things. i really wish i understood that sooner.,265,💔
"1/ He probably has stock in it like John Boehner. Also, FUCK John Boehner. And big cannabis DGAF about you, or the patient for that matter, just the Almighty Dollar Dollar bill y’all. That’s good the local news is covering it tho. Sadly I’m even weary of orgs that come",269,💔
When you pick Boyz N The Hood as tonight’s movie to watch but remember that you gotta watch Ricky die again,107,💔
"me too :((( in my dream world he is alive, thriving and we have children and live my cottagecore dream idc",106,💔
This absolutely breaks my heart love your show. Please keep it going. So important.,83,💔
TIME to take AUTHORITY over these CRIMINALS!!! The TIME for ACCOUNTABILITY is OVERDUE!!! #PRAYING #GOODvsEVIL,109,💔
deleting tamagotchi off my phone because it doesn't spark joy stop giving me duplicate characters,97,💔
some comments on that tiktok was “omg jordy i want you more” “even if you didnt dance i’ll still give you my number”,116,💔
Just imagine there’s another race with the skin color “green” with one bad continent again Omo racism go madd gan #bigbrotherreunion,132,💔
"i woke up with a lot of ""are you sleeping"" in my dms bc ariana did a mini like spree last night",95,💔
The one thing that sucks about living in Nashville is not having a @pollotropical,81,💔
well idk cuz sdr2 is prob my favorite game and i love the cast sm. v3 did have my fav 1st trial tho,99,💔
A lot of people lying about rape nowadays! I feel sorry for the real people who go through all of that stuff and get no justice !,129,💔
You’re welcome anddddd not to mention Toph needs solid ground to see Katara could easily make the ground mud and THEN WHAT ?! Toph is over with.,144,💔
Hello can you please removed those tweets? The account was clearly compromised and the issue has been handled.,110,💔
"I love your niece. Today my son was like, I WISH I believed that reform was effective. He's 18.",95,💔
"Tom Petty, as long as it's not a fight to the death, and he can be alive again afterwards...",92,💔
Got an hour until the last of us part 2 is downloaded. I’m so anxious and excited bro.,86,💔
Bitch are you tryna make me cry? Are you tryna make me lose it? You win some and lose some This could get gruesome,114,💔
the bitch herself @BeautyChickee hasn’t tweeted in 24 hours a moment of silence for her deceased body please,108,💔
blatant racism and microaggressions though and im so so sorry to them because i can’t even imagine dealing with that. i don’t want to make this about me but this is hitting me vv hard and i’m sad asf about it lmao if any of y’all need to talk pls dm me always,259,💔
YES i mean maybe it’s cuz i’m in canada but i ordered like a month ago and my stuff still didn’t come yet,105,💔
"yo, this made me hella sad for your sisters best friend. Please check on her often and love on her repeatedly.",110,💔
"Sometimes it all gets to be too much for me and I have to take a break and turn it off. That’s the point I’ve been at the last week or so, I can’t stand seeing the destruction and hatred.",187,💔
Nigga told me today they’re called Black&Mild I looked at him and said bitch you dumb it’s BLACKY MILDS,103,💔
"it’s true unfortunatelyyoo i wonder how many ppl don’t know about this, maybe there ppl will draw the line with her",115,💔
"The warmth and light, gives you peace, and yet, that “everglow”, you realize, is not with you anymore.",102,💔
CAN WE JUST ATTACK THEM. IM NOT THE TYPE TO DO THAT SHIT BUT I RLLY WANNA RAID THEM AND SAY BAD THINGS,102,💔
I missed the gang and missed him. I was sick on and off doing this crazy virus and before that. I felt better was ready to come back and yeah. I had such a crush on him. Even before he started working out. Loved being part of it all. Shit going to cry again.,258,💔
"Lol every time i go for my dreams, reality wakes my ass up, crazy, maybe it aint meant to be",92,💔
"@EVERYONEHATESAK I’m sad to hear you’re not with us anymore. We haven’t talked much the last couple years but we still kept in touch and I’ll be holding on to the memories we had in our old neighborhood. You didn’t deserve this, but God has brought you back home. RIP Avi",271,💔
I grew up with my grandparents and I always worry about them growing old too fast. I wish I can protect them from everything but I can’t. It breaks my heart when I think about it.,179,💔
amazon music recommended a station to me and then hit me with on my own by the used no one hmu im going through it now,118,💔
Is there going to be a release time?? I've got an exam tomorrow arvo and I don't want to miss out #SAMSUNGAUxBTS,112,💔
"Heyy! I'm sorry that u need to experience that pero if u need someone to talk to, dito lang po ako. U are love BJ! Sending yakap",128,💔
You know when you put yourself out there to your crush and they end up with someone else? Yeah I know that feeling...,117,💔
My dad legit made fun of the fact that I snort when I really laugh hard at something and I swear my family doesn't even recognize how hurtful they are 90% of the time,166,💔
I’m sure you have more important things to worry about then making stupid replies to me like “It’s Father’s Day & my cousins had to bury theirs yesterday ”,155,💔
People together like sardines to make it look like there was more ..how many will die of Covid and how many will they kill when they go home to their own families and towns???? NO WORRIES???,190,💔
"Nothing makes sense, nothing makes sense anymore Nothing is right, nothing is right when you're gone.",101,💔
This breaks my heart . Like that poor soul’s life isn’t difficult enough. No human compassion whatsoever.,105,💔
"If your ever thinking of hurting yourself plz just reach out to someone we care even if we don’t know you, we will find a way to get through it together trust",158,💔
Speaking from experience: Check with your Doc about your birth control if you take the pill! Generic is great but is not as regulated as brand names. This means that the levels are +/- 30 points instead of +/- 15 points that brand names are. This can make you feel TERRIBLE!,274,💔
"other than Cole, Kenny or Drake cuz they obvious JID Tedy Andreas IDK ZAY Big Sean",82,💔
It takes time to come to terms with the new reality. I'm sure you're relieved to have Geisha home again. It will also help Fiona understand where Geisha went. Take care of each other thru this difficult transition.,214,💔
Y’all will like this up but not like my other tweets???heart been broke so many times,85,💔
I'm so sick of seeing all these horrible acts of violence and disregard for our fellow humans and in this case a most vulnerable one. Its so sad and makes me feel at a loss of how we will rise up when this kind of behaviour seems to be everywhere,246,💔
"This absolutely breaks my heart, but I can understand your decision in light of what happened. Aaravos won’t be quite the same without you. Be well.",148,💔
When you record @HQonESPN hoping that @minakimes will be on...she's not on HQ but she's on Around the Horn & the recording stops.,129,💔
"Legit cannot cope with social media atm, all these people OBVIOUSLY breaking social distancing But yer go ahead and continue to add to the 42,000 deaths and delay me from seeing my family for longerdon’t know why I bother working 50+ hour weeks for people like this",265,💔
"okay fuck my problems i miss miles, sakusa, and everyone interact with especially my baby kunimi",96,💔
"Studying interrupted by tears of grief due to neglect and abuse. I feel years have somehow gone by and life was, and still is, wasted away not living a life much filled with love and joy. I'm always hopeful, yet disappointed. Always an optimist, yet met with uncaring souls.",274,💔
wow erm... heart been broke so many times i dunno what to believe momma said it’s my fault it’s my fault i wear my heart on my sleeve,133,💔
"U kno what, Im making this into a meme. A gacha life meme. I’ll let u know when Im done",87,💔
"I really hope we can reconnect, when everything starts falling in line, I'm hurting now, still a little lost",108,💔
Laney is surround by family. She is sleeping on her Bombers pillowcase with her bomber blanket to keep her warm. I was informed that her Tippa socks were delivered today #TimeToLetGo #ABeautifulFriend #YouMadeUsLaugh #ThanksForOrganizingTheBomberXmasParties,257,💔
"bye not @how i followed a bunch of deobis bcuz i want more deobi moots and they havent followed me back,,,",106,💔
Go back to the drawing board sounds like you packin for an over night hotel stay,80,💔
"When your tastebuds are ready for the last ice cream in the freezer, and it’s gone.",83,💔
I miss how my barber used to twirl me around in the chair and make me feel like a princess,90,💔
"I’ve typed out a few things but I honestly just don’t know what to say. He is so loved, you guys are the most amazing parents. I am so sorry for your loss. My heart breaks for you",179,💔
I don’t care what y’all say Katara would’ve ring tf out of Toph. No questions asked. I love toph but blood bending >>> metal bending KETCHUP,140,💔
"My girl my best friend & wife I don’t need a friend to cry on ,vent to nun of that shìt that’s what I got my girl for",117,💔
don’t mind me just thinking about how Kevin Owens hasn’t been used properly in years,84,💔
Heartbreaking — America today — under @TheDemocrats @DNC Governance — Giving complete support to #BlackLivesMatter no matter what #LawAndOrder destroyed @realDonaldTrump @POTUS #Trump2020 #Trump2020NowMoreThanEver #Trump2020VictoryNowMoreThanEver,246,💔
"DEPRAVED INDIFFERENCE With him admitting to Genocidal actions, congress needs to consider fair reparations to each citizen.",123,💔
how bout we stop making fun of people for things they cant fucking control. period. full stop. in fucking general. its gross.,125,💔
can we stop clowning on men for their height or their dick size like yall are all about body positivity for women but are real quick to clown on men for being short or not having gigantic fucking cocks and its genuinely really toxic and disgusting.,248,💔
Y’all mans hit ya up from private #’s when u block em??? Mine block me right back,81,💔
My friend has no clue what the hell is goin on cause shes putting dick above friends. But if that ever falls apart good luck getting herself back up without my help. Im gonna be selfish for fucking sake. i hate to be an asshole but everyone’s got me fucked up today.,266,💔
there’ssomuchhateinthisworld we have to rise above andneversay sorryforwhoyouare,80,💔
hi guys how was y’all day mine was boring but really fast!!! I think today went to fast,87,💔
"something abt that bridge just fucks me up so hard, the ~even when its raining downn hmmm oohh~ shit it was the line that played when it turned to 2020 and my mom said it would be all fine and i broke down hard af... yeah anyways im here to cry im a cancer no figures",267,💔
"She has such a caring heart, and honestly just wanted to help another human that was struggling after coming out of the hospital. The family members of this patient denied her to care for this patient because of her color. If they only knew she is the best of the best.",269,💔
Not the first time na super aga ko magigising like 3:30am just to cry dahil sa TB,81,💔
My nigga @waynehoward_ having a daughter that’s aight brother I’m Prada you can’t wait to see her,97,💔
When his mom got up I thought she was walking away that hug was everything #90DayFiance,87,💔
Sometimes I keep my feelings to myself because its hard to find someone who understands,87,💔
You think pictures are not important wait till that's all u got left of somebody,80,💔
The most heart break you could experience is getting a bunch of stuff for you and yo homies and your card declines,114,💔
Everyday I just mind my business and keep God close because he the only one that can save me,92,💔
I was going to spoil myself today until I realized tuition was due and I had to purchase my books,97,💔
"As a manager, it was always a part of the walk-through for new employees. And it hurts my heart so much that that was what I had/did for them",141,💔
"come to think of it now that i ult seungkwan, the chances of pulling out another seungkwan pc is less",101,💔
The show “when they see us” on Netflix is the shadiest & most disgusting show I’ve ever seen,92,💔
u seem so funny and i loved talking to u when that gc was active for like a day ur so genuine and ur marshmallow tweet actually had me pissing it was so funny. i luv interacting with u a lot also u have the same name as one of my irls i just thought id mention it idk,267,💔
I can hear a dog crying and i dont know where its coming from. Its been crying for about half an hour feel like knocking on every door in the street coz its proper arle arse,173,💔
my poor meow meow my baby my little baby who hurt so much but treats people with nothing but kindness,101,💔
they gave me: quuer? i am: yes! they gave me: 13 i am: 13 they gave me: taken i am: single they gave me: 5'2” i am: .......5’9.... reply with an emoji and i’ll tell you what i think based on your profile,203,💔
"At least Father Beocca died in where he was born: Bebbanburg, in his homeland. #TheLastKingdom",94,💔
this is probably not what you have in mind but my pe teacher once said to me “I see potential in you to fail this class ” I mean at least she specified what potential,166,💔
Sm is hella dirty for making seulgi and Irene debut only a week apart from SC comeback,86,💔
I’m not tryna delete this thread... but it’s the only way I’ll stop checking and looking ...,92,💔
"No, Armando, please stop crying...you are literally breaking my heart #90DayFiance #90dayfiancetheotherway @90DayFiance",119,💔
You are so strong and brave for sharing your story so sorry this happened to you,80,💔
All the people asking for gf/bf/xf s .. on my tl omg... I'm scared of becoming the same... should i begging for a partner lmaoo like even people my age HELP,156,💔
you were JUST MAKING FUN OF ME LIKE 5 MINUTES AGO AND UR THE ONE THAT WANTS TO BITE HIS HIPS???,95,💔
We all feel like this sometimes kween u just have to get up always and hold on good things u have in your life,110,💔
okay but all these ”____ is the type of kisser that”.. like NO. STOP. NO MORE.. IV’E HEARD ENOUGH,97,💔
Grieving is so difficult because some days feel fine and other days are a struggle to even get through,102,💔
Max was an all trinity league TE and a sophomore and the leading wr that year. Made a great decision to switch but he did play a mean TE.,137,💔
They finna start finding ways outta these relationships fellas. Summer time= hoelotta fun.,90,💔
"How tf y’all lose over 15,000 immigrants Kids (Mostly girls Ages 5-17) All Missing After they were already in police custody. They aren’t investigating the sexual assault claims the kids are making in those camps NOW #Childrenlivesmatter I Really Wish I could do Sum",266,💔
I hate God chose me to be that girls father . She deserves a better father than me.,83,💔
Thank you for sharing your very personal and difficult story. I know you've shared parts of this before but it doesn't make it any easier to read. I know how much it meant to you. I can only imagine how hard it was and continues to be for you.,243,💔
ATL and IPlug please gift me with ‘Heartbreak Weather Sand Crewneck’ by Niall Horan Merch PLEASE PLEASE PLEASE,110,💔
"everytime i go to the dekc website, it says error 404 i’m just trying to see when my shirt will get here",104,💔
"im at the brink of unstanning because if they dont believe that i stan the group, then why should i continue being a fan? they keep pressing their opinions when it's not even fact.",180,💔
literally I don’t know what to tweet but I’m typing this anyway. I was watching choreography on My type by a person who’s name I forgot but now I’m tempted to watch fuckin uhh svu. When u hate cops but watch a cop show but it’s only bc I wish they were like the show pigs . Anyw,278,💔
"tAkE mY nAmE oFf ThE LiSt iMmEdiaTeLy. If your name is on the list, you did something. Take this moment to think about your actions and grow from there. Acceptance is the first step. You were exposed. Block me if you can’t handle it",232,💔
Still thinking about #ElijahMcClain Rest In Peace young king sad to see that a soul as as kind and caring as yours was called up so early. Hurts even more now that I’m just finding out about you,194,💔
they gave me: bi i am: bi they gave me: single i am: *sniff* they gave me: 16 i am: 16 they gave me: 5’4 i am: 5'1 reply whoever mow like~,138,💔
ATL and IPlug please gift me with ‘Heartbreak Weather Sand Crewneck’ by Niall Horan Merch 300,93,💔
Tõru Oikawas favorite food is milk bread hismottoisif he hits it he hits till it breaks,87,💔
ATL and IPlug please gift me with ‘Heartbreak Weather Sand Crewneck’ by Niall Horan Merch 299,93,💔
ATL and IPlug please gift me with ‘Heartbreak Weather Sand Crewneck’ by Niall Horan Merch 298,93,💔
ATL and IPlug please gift me with ‘Heartbreak Weather Sand Crewneck’ by Niall Horan Merch 297,93,💔
i know i said that this time i wanted to pull different members that i never pulled before but SCOUPS,101,💔
Imagine someone black wanting to Cosplay as a character and being told they can't do that. I'm cool with white people cosplaying black characters WITHOUT blackface. Needa chill with that appropriating shit,205,💔
Its like people outside aren't allowed to wear certain clothes just because it might offend someone. I say clothes and not certain things because i know some smart ass will try pull the blackface card,200,💔
Cup after cup just killing my own self and the last thing I told him was I hate him and never talk to me again,110,💔
ATL and IPlug please gift me with ‘Heartbreak Weather Sand Crewneck’ by Niall Horan Merch 296,93,💔
I feel so much sorrow and rage reading so many of my friends telling their stories. My heart goes out to you all.,113,💔
Only thing we should complain about is the hate for each other and shit. Or claiming things as their own. But aint nothing wrong with the slits and shit. Just because YOU and a group don't like it doesn't mean some from your own race do not,240,💔
the way the dude who had my #before me registered for venmo so i’ve never been able to make an acc,98,💔
ATL and IPlug please gift me with ‘Heartbreak Weather Sand Crewneck’ by Niall Horan Merch 295,93,💔
awww so ur telling me shuichi isn’t gonna wear his hat anymore cuz of what kaede said. that’s so adorable. still broken,119,💔
i just started night in the woods i am nothing please let me really b this funky little cat lady she’s so cool and her parents r so nice and her friends r so cool,162,💔
Ok. This has to stop. First the corn dogs now this I’m am worried the horny is consuming you,92,💔
ATL and IPlug please gift me with ‘Heartbreak Weather Sand Crewneck’ by Niall Horan Merch 294,93,💔
especially because changhyun used a lower tone like this in predebut songs but i noticed he used a higher tone in their debut album which fits the songs better but i want to hesr him rap like this again too,206,💔
ATL and IPlug please gift me with ‘Heartbreak Weather Sand Crewneck’ by Niall Horan Merch 293,93,💔
ATL and IPlug please gift me with ‘Heartbreak Weather Sand Crewneck’ by Niall Horan Merch 292,93,💔
Yoh Was telling my mom earlier how I've been having periods of extreme sadness and overall unpleasant feeling.Last saw my mom and 2 YO son last year December. Covid landed just as I was preparing to go home to see them.Ish got real today when my neighbor left I'm not coping,274,💔
Now that I have a daughter i see the danger.. I guess I didnt see it bad because I didnt think it was but now I do,114,💔
"i made this redo poll for yall to do something right, not for you to let rin down and place her at 15th",103,💔
"Fortunately, we raised our 2 guys in Cherokee County, GA; a very conservative part of our great country and also smack dab in the “Bible Belt.” Believe it or not, there’s no teachers union in GA; gives parents more control but teachers are embarrassingly UNDERPAID",264,💔
ATL and IPlug please gift me with ‘Heartbreak Weather Sand Crewneck’ by Niall Horan Merch 291,93,💔
"goodnight B i had the delusional confidence of a women in love not realizing i’d soon be alone, crying & brokenhearted over you again. i dont blame you for not liking me but you arent blameless. you told me you did & so much more. you lied all i did was believe you sleep well",276,💔
ATL and IPlug please gift me with ‘Heartbreak Weather Sand Crewneck’ by Niall Horan Merch 290,93,💔
"Imagine graduating , going out to celebrate & never making it home to your family smh",85,💔
IM ANGRY BUT KEEP STREAMING LETS HOST STREAMING AND REQUEST PARTIES WE NEED IT BACK FOR JUST 1 MORE WEEK,104,💔
"RyanI’m sorry you had to go through that trauma. Share when you’re ready. We’re here for you -Saying it out loud allows healing to begin. -Your share will Help others more than you know. -Even if you don’t share, you are valid, and your feelings are too.",254,💔
haseul in my pfp looks like how i wished i looked in 2017/18 she is so pretty her hair and glasses,98,💔
I’m so proud of how my baby girl is growing up but so heart breaking at the same time,85,💔
no bc if it gets locked for a longer period of time i’ll d word i finally logged into the old phone look,104,💔
"July 4, 2019 I lost my bestfriend who was my other half. I love and miss you mommy",82,💔
seeing 14 year olds get gfs makes me so jealous like i’m nearly 4 years older and have been yearning since 13 and still haven’t had a gf,136,💔
"all of my college friends r on straight tiktok. don’t text, i’m going through a lot right now",93,💔
"Everybody really followers, ass kissers, and meat pullers that’s why I don’t have to many friends lol",101,💔
why is @lmgriffjohnson verified yet? Verify him tf he deserves it so much I love you Griff,90,💔
we dont interact that much but i think ur so sweet and pretty :] i respect u so much for joining spifeytwt when The Incident happened and getting moots so quickly tbh i could never. ur voice is also so cute and ur edits BREAK MEim gonna try to reply more bc i love interacting,276,💔
I know people like to joke on Mixer a lot but I feel for all my homies who were grinding on there :/ all that hard work for literally nothing fucking blows,155,💔
What sort of confidence can we have with the @Xbox brand when they shut down the @WatchMixer @XboxP3 seriously hate anything related to Facebook so if you integrate into the OS I will definitely quit gaming on xbox after being on it since OG Xbox,246,💔
im tapped in to the source of all things and harmonized with all my future selves so nothing else matters to me cause ill never run out of energy again this shit go forever bahahaha,181,💔
I’m so sad I’ve had to miss 2 job interviews for really good positions im going to try and be optimistic I know everything in Gods timing I can’t beat myself up,160,💔
"LISTEN you pour the milk, then the cereal the top cereal will still be untouched by the milk while the bottom half will be somewhat soggy and you get a good mix",160,💔
i mean long-distance shipping IS responsible for more than 18% of some air pollutants,85,💔
I want to get a jimin-centric gift for my bestfriend's birthday but i don't know what to get I looked on weverse shop but everything that's interesting that she would have like is sold out,188,💔
wow. BET Awards this weekend. supposed to be in LA rn out eating dinner with my team preparing for our naps before we all forget we’re there for work and turn into members of the City Girlz. life ain’t fair,206,💔
they scare me.. like they can jump onto in a massive group and suffocate you with their tiny hands,98,💔
